S,compulsoryS,female,xpr,xpr2,lnearn
12,11,1,23.36826,546.0756,7.334204
10,9,0,6.842296,46.81702,7.584151
10,10,0,28.93889,837.4593,3.737914
14,9,1,26.75882,716.0342,3.980379
17,10,1,22.53047,507.6221,10.00104
9,9,1,15.52843,241.1322,7.453916
17,9,0,20.33874,413.6642,8.428026
18,11,0,22.989,528.494,4.926288
16,9,1,30.31568,919.0403,5.719174
12,12,1,12.75599,162.7153,8.187318
12,12,1,31.66476,1002.657,2.514002
12,12,1,18.53188,343.4305,7.382249
11,11,0,20.66161,426.9019,7.219194
11,11,1,33.07899,1094.22,2.495654
10,12,1,30.39172,923.6567,5.74592
10,10,1,13.89412,193.0465,7.818511
18,12,0,16.64258,276.9754,9.29665
10,10,1,7.455964,55.59139,9.088771
9,9,1,10.69023,114.2809,10.59689
12,11,0,13.09945,171.5957,8.594207
11,11,0,1.015707,1.031662,8.452509
14,11,1,25.61761,656.2622,5.325744
10,11,1,3.536888,12.50958,8.219368
11,11,0,17.29268,299.0366,6.825933
17,11,0,21.44947,460.0797,5.957252
15,10,0,25.81505,666.4166,6.685919
18,9,1,3.35864,11.28046,11.92897
11,11,1,11.24698,126.4946,9.227491
11,9,0,4.362082,19.02776,7.808171
15,11,0,7.743004,59.95412,7.944968
11,10,1,10.63372,113.076,11.69524
11,9,1,27.916,779.3031,5.34352
12,10,0,2.370898,5.621159,8.923437
17,10,0,1.979034,3.916577,8.443947
13,11,1,21.43685,459.5385,7.575378
17,12,1,20.04978,401.9937,7.163978
11,10,1,2.338579,5.468953,8.92282
15,10,1,32.70473,1069.6,1.937423
14,10,0,5.379917,28.94351,10.64867
10,10,0,26.33086,693.3143,4.50392
10,9,1,1.392409,1.938804,9.513343
9,11,1,17.39675,302.6469,7.956942
13,11,0,22.33512,498.8577,3.62251
12,10,1,14.67476,215.3485,10.96053
11,11,1,2.040461,4.163482,10.92813
15,12,1,7.760422,60.22415,9.981137
18,11,0,12.30376,151.3826,9.786616
15,9,1,31.59143,998.0185,4.661087
12,10,0,28.72441,825.0918,3.123055
11,10,1,22.01955,484.8604,8.749075
8,12,1,2.831521,8.017511,7.352969
15,10,1,26.69608,712.6807,4.810668
16,11,1,20.71538,429.1269,9.298561
11,10,1,19.70554,388.3081,5.695073
17,10,1,12.61556,159.1523,8.481138
15,12,0,5.591609,31.26609,7.955791
13,12,0,10.10365,102.0836,9.496123
12,12,1,11.76544,138.4256,7.78212
11,11,1,8.145974,66.3569,11.19802
16,10,1,19.96063,398.4266,9.875759
12,12,1,2.02985,4.120292,10.57764
15,11,0,32.33291,1045.417,.2834285
10,10,0,9.50545,90.35358,8.008121
15,11,1,12.03022,144.7261,9.879296
14,10,1,22.05247,486.3116,6.879066
17,11,0,21.81335,475.8224,5.321318
14,10,0,22.69733,515.1687,5.091373
17,10,1,5.400093,29.161,11.75201
13,11,0,12.94153,167.4833,6.24531
16,10,0,9.050051,81.90342,9.735018
13,12,1,11.80823,139.4344,9.137585
16,10,0,4.447542,19.78063,9.44505
17,11,1,5.225837,27.30937,10.0864
10,10,0,8.087772,65.41206,10.10168
18,9,0,13.43317,180.4499,7.133182
11,11,0,18.74464,351.3616,6.238049
10,9,1,22.86671,522.8867,6.392443
11,11,0,34.52394,1191.903,1.470483
12,11,1,21.49698,462.1202,7.989514
15,11,1,34.35354,1180.166,1.574904
18,11,0,19.45926,378.6626,8.198015
11,11,0,29.90464,894.2876,5.199718
12,12,1,22.06413,486.8259,8.016163
16,9,0,30.60039,936.3839,.8466645
15,9,1,18.2671,333.6869,5.0831
10,9,1,12.97311,168.3017,8.337785
16,12,0,20.05169,402.0703,6.909131
17,10,0,13.16201,173.2386,6.269378
16,10,0,3.033529,9.2023,9.39355
16,12,1,9.033646,81.60675,10.6356
14,11,1,30.23459,914.1307,4.082553
10,11,0,12.48087,155.772,6.566762
11,11,1,12.30035,151.2985,10.95398
17,9,1,22.98951,528.5176,8.553356
11,11,0,14.021,196.5884,8.104373
12,12,0,1.097094,1.203615,9.049436
13,10,0,30.26731,916.1101,2.864185
9,11,0,13.81527,190.8616,7.257722
16,12,1,6.285699,39.51001,11.65313
11,11,0,14.95352,223.6076,7.856085
15,11,0,18.95357,359.2379,6.162019
11,11,1,3.948862,15.59351,9.326282
17,10,1,21.25914,451.9509,11.12717
15,12,0,16.15882,261.1074,8.353615
12,12,0,34.7839,1209.92,1.859151
10,9,0,25.87558,669.5458,1.956747
14,11,0,34.51196,1191.075,2.847524
10,9,1,12.58841,158.468,7.886912
10,10,1,1.621466,2.629152,11.14976
13,12,1,13.88509,192.7956,9.459352
15,12,1,15.23801,232.1969,10.49503
18,11,1,30.02597,901.5587,7.122122
11,11,0,1.678512,2.817401,10.18015
12,12,0,4.190446,17.55984,9.164488
16,11,0,11.06793,122.4991,5.753775
12,11,0,16.92215,286.359,7.979279
11,9,1,22.52593,507.4175,7.504376
15,9,1,13.83375,191.3726,8.273033
12,12,1,15.6704,245.5616,8.161676
16,10,1,33.76361,1139.981,2.497996
15,11,1,1.712505,2.932674,10.8195
13,11,1,16.64188,276.9523,8.034922
14,11,1,12.52438,156.8602,8.789972
12,9,1,23.98206,575.1393,7.538312
11,11,0,25.21977,636.0367,4.741854
17,9,1,31.765,1009.015,3.921615
13,10,1,14.05427,197.5225,7.970852
15,11,0,13.77535,189.7601,9.35994
12,12,0,12.08088,145.9476,8.41859
13,9,0,11.20418,125.5337,8.689777
18,11,0,7.781777,60.55606,9.291229
18,11,1,4.157482,17.28466,10.57228
10,10,1,11.13267,123.9363,10.71409
14,10,0,11.86344,140.7412,9.3983
11,9,1,11.60309,134.6318,9.298849
12,12,1,34.58904,1196.402,1.223127
10,9,1,5.232853,27.38276,7.123413
11,10,0,5.438111,29.57305,10.014
16,11,1,17.12192,293.1601,10.15554
11,9,0,17.93108,321.5237,7.511025
10,11,1,29.97624,898.575,6.57289
16,11,1,3.828546,14.65776,11.61138
15,11,1,15.87878,252.1355,8.946095
12,11,0,33.75605,1139.471,1.092381
13,9,1,2.777751,7.715902,9.305443
11,11,0,16.37772,268.2298,6.542879
10,10,1,33.39127,1114.977,2.346961
13,11,1,22.92963,525.768,6.889427
10,10,0,10.02531,100.5068,9.415195
11,9,0,19.77593,391.0873,7.275051
12,12,0,29.66335,879.9143,4.102299
10,10,0,12.22322,149.4071,7.441932
10,10,1,25.77477,664.3387,6.294619
11,10,0,28.64435,820.499,4.421065
15,11,0,20.74864,430.506,6.587505
14,10,1,5.065293,25.65719,12.93258
12,9,0,21.57234,465.366,4.881853
14,11,0,16.24631,263.9426,6.651802
12,11,1,10.5957,112.2689,10.29574
11,12,0,34.38884,1182.592,.6073985
11,11,1,20.60553,424.5877,6.33292
18,12,1,19.34119,374.0816,9.489816
12,11,1,10.25612,105.1881,8.423121
15,9,1,13.50161,182.2934,9.740697
16,12,1,27.55872,759.4829,7.89217
12,11,0,3.029708,9.179132,8.957145
13,10,0,9.152427,83.76691,6.511826
10,10,1,31.53337,994.3535,4.241619
10,10,0,8.573981,73.51315,10.09549
11,11,1,29.99765,899.859,2.901945
13,10,0,11.7197,137.3515,9.081775
18,11,1,20.05558,402.2262,9.91714
10,10,0,10.73062,115.1462,8.620912
15,12,1,3.748314,14.04986,13.07591
11,11,0,10.80237,116.6913,6.740265
13,9,0,29.63748,878.3801,6.563226
9,9,1,25.51539,651.035,4.853424
11,12,1,3.657698,13.37875,8.15026
10,10,0,32.43344,1051.928,1.700655
16,11,0,23.18893,537.7263,4.638699
12,12,1,25.55515,653.0657,8.823918
11,10,0,5.256053,27.62609,6.604206
12,11,1,25.7315,662.1101,6.343959
17,11,0,15.11505,228.4648,8.907572
13,11,0,26.61722,708.4763,5.82163
18,9,0,34.52214,1191.778,2.469834
11,10,1,28.1394,791.8257,5.597817
16,11,0,5.973327,35.68063,7.747403
11,11,0,13.78059,189.9046,9.828555
11,12,1,13.66761,186.8036,11.37952
12,12,1,1.52407,2.322789,10.76594
10,10,1,8.879707,78.84921,8.169203
12,11,0,24.5573,603.0612,4.518454
15,10,0,31.86278,1015.237,3.88498
10,10,1,29.02044,842.186,4.765653
16,11,0,9.890454,97.82108,9.442682
16,10,1,33.56301,1126.476,3.84202
9,9,1,21.55566,464.6465,8.079856
11,11,1,10.8058,116.7652,9.566593
13,10,1,14.08825,198.4789,8.633218
15,10,0,33.77252,1140.583,-.0327859
12,12,0,18.982,360.3163,6.664628
9,9,0,8.895817,79.13556,7.470761
18,11,0,1.89269,3.582274,8.475988
10,11,0,30.68291,941.441,1.136041
15,10,0,31.10562,967.5598,1.875919
11,11,0,20.32412,413.0699,8.040467
10,10,0,2.098954,4.405609,10.5836
9,9,0,29.00844,841.4898,2.388103
17,11,1,9.210271,84.82909,12.45368
18,11,0,23.52355,553.3572,7.98058
9,9,1,24.73874,612.0051,6.539008
18,12,1,34.80951,1211.702,3.537589
12,12,1,11.74568,137.9609,9.063384
12,12,0,9.022305,81.40199,8.820377
13,10,0,14.37937,206.7662,6.57409
11,11,1,6.45074,41.61205,11.56799
11,11,0,17.08011,291.73,4.827628
14,12,1,21.55337,464.5477,5.276282
10,10,1,11.73869,137.7968,10.64917
11,11,1,9.848945,97.00171,8.64118
11,10,1,31.09303,966.7768,1.967569
14,11,0,20.78653,432.0798,7.716214
15,11,1,16.91681,286.1785,9.651394
16,10,0,9.69568,94.0062,8.65962
11,11,1,14.88836,221.6632,7.586056
12,10,1,6.467817,41.83266,11.88142
16,10,1,34.98272,1223.791,3.793101
11,9,0,25.4797,649.2153,4.287781
13,9,0,22.40345,501.9147,6.419598
13,12,0,14.41141,207.6889,5.864171
15,10,1,30.57942,935.1007,4.409119
13,10,0,28.7833,828.4781,4.442151
12,10,0,14.85439,220.653,7.247931
9,10,0,12.07448,145.793,7.238584
15,11,0,11.16718,124.706,7.410485
11,10,0,19.23037,369.8071,7.567252
12,11,1,10.48498,109.9347,9.45926
16,9,0,18.97315,359.9805,6.367477
12,12,1,29.06784,844.9396,3.865237
15,12,0,23.92217,572.2701,4.756747
12,11,0,29.64592,878.8807,4.635677
10,10,1,32.93075,1084.434,4.744755
12,12,1,32.32331,1044.796,3.239943
13,12,0,1.786234,3.190632,10.4684
9,9,0,16.86214,284.3318,7.609872
14,11,0,7.981454,63.70361,8.510382
12,11,0,34.01444,1156.982,.014906
16,11,0,17.31994,299.9803,8.3716
9,9,0,34.28792,1175.661,1.648118
12,11,0,12.45676,155.1709,9.154625
11,10,0,24.12632,582.0795,7.969129
14,10,1,31.40048,985.9904,2.206815
11,11,0,17.67254,312.3188,6.273508
12,11,1,2.906193,8.445961,8.553887
17,12,0,6.19662,38.39809,9.268189
17,11,1,9.361017,87.62865,10.44
16,10,1,17.47009,305.2041,9.742664
16,9,0,3.008082,9.048558,8.696746
18,9,1,34.93285,1220.304,5.167173
11,11,1,11.99717,143.932,10.74084
15,9,1,1.896538,3.596857,11.07767
15,10,1,14.33754,205.565,8.989212
11,11,1,22.62042,511.6833,7.353915
11,11,0,23.37921,546.5873,5.908988
16,9,0,9.873069,97.47749,10.26039
11,9,0,4.534706,20.56355,8.493821
17,10,0,30.23731,914.2949,1.034199
11,10,1,2.243379,5.032748,9.756141
12,10,1,22.36853,500.3512,6.856186
13,9,0,3.823444,14.61873,7.666231
12,12,0,7.003014,49.0422,7.046094
11,11,0,7.986259,63.78033,7.240744
15,11,0,21.92651,480.7718,9.424143
16,12,0,18.24839,333.0038,8.743391
10,10,1,16.81736,282.8237,9.719919
16,9,0,20.41124,416.6186,8.25292
10,10,1,6.830273,46.65263,10.06683
10,10,1,31.2151,974.3827,3.033757
17,10,1,27.14341,736.7646,5.648397
9,9,0,25.21324,635.7073,6.305508
12,10,1,16.47213,271.3311,9.300162
12,12,0,25.08303,629.1583,5.027225
15,11,1,9.324543,86.94711,8.853431
11,9,0,24.27442,589.2473,4.510543
8,10,0,20.68978,428.0671,3.515895
16,9,0,31.15161,970.4225,.7656398
9,9,1,10.92695,119.3982,10.14655
13,10,1,28.22814,796.8281,3.493602
17,9,0,26.93411,725.4462,5.51454
18,12,1,26.18864,685.8451,7.447803
14,10,1,19.94613,397.848,8.710867
15,12,0,19.87846,395.1533,7.956656
17,9,0,7.140636,50.98868,10.58436
17,12,0,25.88097,669.8248,3.356957
15,11,1,24.7329,611.7164,4.994663
11,9,0,13.04027,170.0487,9.446821
18,12,0,13.04815,170.2541,9.308804
16,12,1,21.68874,470.4013,7.950996
15,10,0,32.7842,1074.804,1.782375
11,9,1,15.74879,248.0243,7.325231
10,10,0,8.160209,66.589,8.464753
10,10,1,29.98837,899.3025,4.614162
17,11,0,23.0028,529.1289,8.537429
17,10,1,34.04396,1158.991,2.437566
12,12,0,17.78412,316.2749,8.747873
11,11,1,18.74052,351.2071,6.997676
16,9,0,6.965704,48.52104,9.67708
18,10,1,18.97971,360.2295,10.24052
11,11,1,1.208644,1.46082,9.784449
18,10,0,8.733706,76.27763,9.434986
11,9,0,7.897064,62.36362,8.319662
12,11,0,23.08519,532.9261,4.67322
18,11,1,30.7383,944.8431,4.112461
12,10,1,7.391176,54.62949,9.461989
12,12,1,3.030183,9.182008,9.444654
11,11,0,24.72302,611.2278,4.777306
11,11,0,33.89394,1148.799,-.6763564
10,10,1,32.31579,1044.31,3.312154
11,11,1,12.60065,158.7764,8.865847
11,11,0,21.93201,481.0132,5.206035
10,9,1,3.919522,15.36265,11.00369
17,12,0,15.69801,246.4275,6.766178
15,9,1,17.4443,304.3037,9.961614
18,11,0,3.87287,14.99912,11.11462
14,11,0,8.671007,75.18636,9.250968
12,10,0,23.99286,575.6572,4.37638
10,10,0,26.23132,688.0821,5.016065
15,12,0,9.391981,88.20931,9.511436
17,11,1,30.31162,918.7945,6.917208
11,10,0,3.769675,14.21045,10.92552
10,10,0,14.57335,212.3826,9.147302
12,12,0,32.77789,1074.39,.9621177
17,11,0,15.67718,245.774,6.92491
14,9,0,3.289759,10.82251,9.826891
10,10,1,3.586416,12.86238,9.127798
11,11,0,13.04424,170.1523,7.032547
12,11,0,25.70305,660.647,4.025092
16,10,1,2.245973,5.044394,10.60246
17,10,0,31.78933,1010.561,2.21261
12,10,0,34.95679,1221.978,-.7663604
11,11,1,10.25468,105.1585,9.326816
12,10,1,4.976068,24.76125,12.00221
11,11,1,16.88541,285.1172,8.866017
15,11,0,12.97023,168.2269,8.090265
14,12,0,17.4966,306.1309,7.689197
14,12,1,13.602,185.0144,8.948833
11,10,0,6.890356,47.477,7.84725
11,10,0,20.97729,440.0467,5.088376
15,10,1,14.08895,198.4984,9.568075
12,9,0,3.643206,13.27295,8.913657
14,11,1,16.12924,260.1523,9.172348
14,10,0,18.43038,339.679,7.522336
10,10,0,15.82983,250.5835,8.037698
14,10,1,22.20287,492.9675,6.592038
15,11,1,17.9998,323.9927,9.071802
11,11,0,28.99646,840.7947,4.413909
14,10,1,6.784406,46.02816,9.028865
14,12,1,29.82076,889.2775,5.972977
13,12,0,4.538288,20.59605,8.788872
14,11,1,13.02309,169.6009,11.80866
17,10,1,27.71132,767.9171,4.475961
12,11,0,1.732334,3.000981,8.285221
14,10,0,22.62509,511.8947,5.000145
11,9,0,30.81461,949.5404,2.466544
10,10,1,14.73027,216.9809,8.638869
11,11,0,5.794021,33.57068,9.149231
14,12,1,14.76505,218.0066,8.82408
17,12,1,22.22,493.7285,9.157125
10,12,0,1.145364,1.311859,9.867695
11,11,0,31.09958,967.1836,.4044805
14,12,1,23.70704,562.0238,7.155798
10,9,0,12.64898,159.9967,9.372306
16,9,1,16.01485,256.4754,9.755592
11,11,1,6.110562,37.33897,7.880455
11,11,1,33.76501,1140.076,.6288615
11,11,0,19.87434,394.9893,5.479692
11,9,0,17.35362,301.148,7.106201
16,10,0,5.258733,27.65428,10.36282
16,10,1,34.91381,1218.974,5.284352
17,10,1,21.96879,482.6277,7.011008
10,9,1,6.14498,37.76078,9.818941
17,11,1,21.18376,448.7518,8.364367
18,10,0,33.31748,1110.055,3.188866
12,11,0,32.12206,1031.827,.312834
12,10,0,19.61826,384.876,7.521284
18,12,0,27.26253,743.2456,6.381127
13,9,1,30.78327,947.6098,5.478715
9,9,0,32.14693,1033.425,-.0317715
11,11,1,1.40043,1.961204,10.75736
9,9,1,29.74895,885.0001,4.666644
15,10,1,7.249106,52.54954,10.13435
12,9,1,14.00138,196.0386,9.313402
14,10,0,18.54262,343.8287,8.231997
11,11,0,32.6081,1063.288,3.279089
16,10,1,12.18578,148.4932,11.1659
18,10,0,33.60798,1129.496,3.576212
12,12,0,3.582577,12.83486,6.781797
11,11,1,4.98702,24.87036,11.60318
12,12,0,27.89401,778.076,3.949495
11,11,1,9.776826,95.58633,8.963854
15,11,0,30.05538,903.3257,5.008522
13,10,1,14.7322,217.0378,10.04536
14,12,1,14.72998,216.9724,8.512959
14,10,0,5.440597,29.60009,9.303039
12,12,0,6.287825,39.53674,8.678039
11,11,0,28.93921,837.478,2.812129
11,11,1,5.046511,25.46728,9.026571
12,11,1,32.90819,1082.949,3.732072
10,10,0,4.166762,17.36191,9.084966
10,10,1,6.511528,42.4,9.204661
16,11,1,4.762409,22.68054,10.39817
18,10,0,10.80503,116.7486,7.904722
12,12,1,15.76054,248.3945,9.391787
12,9,0,31.92665,1019.311,1.637054
13,9,1,9.388936,88.15212,9.840913
18,10,1,3.615876,13.07456,11.99294
17,11,1,9.20939,84.81286,8.837911
13,11,0,11.84221,140.2379,8.580188
10,10,1,29.47843,868.9777,3.139299
16,11,1,5.881284,34.5895,9.539936
18,12,0,16.73249,279.9762,8.844036
12,12,0,11.01693,121.3727,9.035707
13,10,1,16.33065,266.6902,9.101904
13,11,0,5.137917,26.39819,9.417767
8,12,0,31.84428,1014.058,3.86352
12,12,0,15.23865,232.2163,8.0755
14,11,1,3.800591,14.4445,11.55748
12,12,0,7.876716,62.04265,8.447845
18,9,1,22.05837,486.5718,9.333301
11,11,1,32.05008,1027.208,2.212042
11,10,1,26.71972,713.9434,6.204227
15,12,0,10.136,102.7384,7.666773
11,11,1,29.56487,874.0814,5.089608
10,10,1,16.09759,259.1323,6.751017
10,10,1,32.66247,1066.837,2.584376
12,11,0,4.882897,23.84268,7.521111
13,9,0,19.08811,364.3558,7.812025
12,9,0,31.0735,965.5624,3.316082
15,10,1,17.84555,318.4636,9.055014
11,11,0,16.99178,288.7204,7.762198
9,9,0,26.43362,698.7363,5.666677
11,11,0,14.39862,207.3202,6.562304
14,11,0,10.60098,112.3809,8.420424
13,9,0,8.76382,76.80453,8.391824
13,11,1,17.28917,298.9154,10.25318
14,10,0,9.181233,84.29504,8.993198
13,10,1,11.80617,139.3858,9.376859
16,9,0,5.093243,25.94113,11.16758
17,10,1,11.94929,142.7855,12.05988
12,9,0,29.13235,848.694,2.966887
9,10,0,33.51053,1122.956,-1.221009
10,9,1,18.98838,360.5586,7.383808
15,11,0,18.21559,331.8076,6.687176
14,12,0,15.96532,254.8914,5.870795
12,12,0,23.32813,544.2018,5.697513
13,10,1,27.13275,736.1862,5.066932
17,11,1,17.83072,317.9345,8.627755
10,10,0,7.436829,55.30643,8.263005
17,10,0,33.52367,1123.837,3.252005
12,12,0,2.519841,6.349601,9.085197
16,10,1,3.764856,14.17414,10.0517
11,11,1,6.45634,41.68432,10.36413
18,10,0,28.25782,798.5046,4.871344
11,9,1,31.50149,992.3441,4.858156
11,9,1,3.166623,10.0275,10.87756
11,11,1,21.20265,449.5525,6.752687
16,10,1,28.43897,808.775,3.698344
16,11,1,15.86807,251.7957,7.95474
16,11,1,34.17592,1167.993,3.043078
15,12,1,15.57246,242.5016,10.15439
13,10,1,26.88093,722.5845,7.0476
14,9,1,21.06992,443.9417,7.284591
15,10,1,33.34826,1112.106,2.353462
17,10,0,8.437794,71.19637,8.70389
14,10,0,14.55896,211.9632,9.357686
17,10,1,19.76924,390.823,9.723299
12,10,1,13.08196,171.1376,9.05717
12,9,1,28.79411,829.1008,3.518961
11,10,1,4.230133,17.89403,8.680855
16,11,0,5.944366,35.33549,9.696008
11,9,1,17.21299,296.2869,8.801433
10,10,1,5.96366,35.56524,9.761731
15,11,0,13.48845,181.9382,8.181952
11,11,0,1.717832,2.950948,9.942955
13,12,0,9.30969,86.67033,8.654945
12,10,1,9.072369,82.30787,11.26616
18,10,0,19.15364,366.8617,7.809065
15,10,0,21.20538,449.668,6.344135
16,11,1,19.85959,394.4032,6.442395
15,9,1,2.062492,4.253874,9.377726
11,11,0,30.69021,941.889,4.806914
18,12,0,34.41035,1184.073,-.5686423
11,9,0,17.937,321.7361,5.834554
11,10,0,2.79338,7.802969,7.748217
16,9,0,5.715815,32.67054,9.202024
18,10,0,3.101638,9.62016,10.44673
13,10,0,18.50608,342.4749,6.44091
10,10,0,13.61294,185.3122,6.401937
12,12,0,6.569781,43.16202,7.759812
14,9,0,1.011327,1.022782,9.408562
12,11,0,33.62453,1130.609,.6554845
11,11,1,17.33704,300.5728,8.081052
10,10,1,14.00512,196.1434,8.375299
14,11,1,33.11452,1096.572,3.09178
18,12,1,18.48624,341.7411,9.373494
12,12,1,8.626944,74.42416,7.334962
14,12,0,28.20663,795.6143,4.511602
9,9,0,11.68019,136.4268,7.656522
17,10,0,20.05847,402.3422,7.047661
12,11,0,19.89981,396.0025,5.424318
15,11,0,9.579663,91.76995,9.348831
16,11,1,9.35244,87.46813,11.10595
12,10,0,14.0579,197.6244,6.983253
10,10,1,27.91874,779.4561,4.961303
15,10,0,29.31878,859.5909,3.752802
17,12,1,14.99925,224.9775,10.49987
17,12,1,17.45183,304.5664,9.631817
12,11,0,29.16172,850.4057,1.805114
13,12,0,32.15759,1034.11,4.581641
12,11,0,14.49797,210.1911,9.63367
13,11,1,15.34945,235.6055,11.3365
12,12,1,5.722312,32.74485,11.68154
12,12,1,20.5473,422.1916,7.497148
11,11,0,30.29691,917.9026,1.836692
11,9,0,1.024071,1.048721,7.649292
18,11,1,12.61654,159.177,12.08737
11,11,0,14.82154,219.6781,8.161387
15,11,0,14.52349,210.9318,9.833379
16,11,0,7.208689,51.96519,6.108631
17,11,0,27.83028,774.5246,1.493969
14,10,1,32.63094,1064.778,3.70197
12,11,1,10.08766,101.7608,9.599541
10,10,0,14.78248,218.5218,7.980819
10,9,1,19.45437,378.4726,6.458759
12,9,1,28.14483,792.1313,5.4431
17,11,0,10.6462,113.3416,9.406854
14,10,1,20.17826,407.162,10.66475
16,11,1,25.43052,646.7114,8.370476
13,10,1,6.312245,39.84444,9.25459
10,10,0,25.98042,674.9824,4.126198
18,10,0,29.21475,853.5018,4.302352
13,12,0,22.44158,503.6245,5.615096
15,11,0,21.93112,480.9739,7.821455
12,11,1,10.2866,105.8142,10.36776
11,11,1,15.9136,253.2427,9.515391
10,10,0,26.03315,677.7249,3.292839
10,10,0,9.437683,89.06986,9.045735
13,10,0,9.94235,98.85033,10.51489
11,11,0,11.28159,127.2743,7.96607
13,11,0,20.49413,420.0096,4.707396
17,12,1,10.84612,117.6384,11.20548
16,11,1,11.65315,135.7958,11.39842
10,10,1,30.76093,946.235,1.624996
11,10,0,19.50349,380.3861,5.610448
14,12,1,18.59392,345.7339,9.282205
11,11,1,15.26348,232.9739,8.566312
15,12,0,18.48542,341.7108,8.906597
11,11,0,12.6706,160.5441,6.386492
16,10,0,6.407914,41.06136,10.67169
14,12,0,11.04098,121.9033,6.977372
12,10,1,27.80219,772.9616,6.465947
14,12,1,12.05813,145.3985,10.3113
10,10,0,6.976666,48.67387,6.049582
12,11,0,2.357901,5.559695,8.217081
18,11,1,22.50592,506.5163,6.289255
11,10,0,3.658882,13.38742,7.994309
14,10,0,23.30142,542.956,7.273266
11,11,0,13.07938,171.0701,7.589827
15,11,0,31.48462,991.281,3.762294
17,11,1,20.40719,416.4534,7.472897
17,10,1,29.24818,855.4562,5.337119
15,12,0,26.38043,695.9273,4.880589
12,12,1,11.86076,140.6777,8.846341
13,11,0,7.589979,57.60778,7.132855
12,12,1,23.8249,567.626,6.292244
14,12,1,2.374705,5.639223,11.45692
16,11,0,9.186264,84.38744,9.302912
11,11,1,1.689153,2.853239,9.870726
13,11,1,13.82323,191.0817,7.367871
10,10,0,22.88149,523.5624,5.595761
10,9,1,5.192997,26.96722,8.876093
15,9,0,3.525875,12.43179,8.060893
13,11,0,6.092733,37.1214,7.583286
11,11,0,25.48217,649.3408,2.542015
16,12,1,19.05932,363.2578,8.41643
10,10,1,3.165017,10.01733,9.635255
14,11,1,10.13105,102.6383,12.06882
15,11,1,9.001949,81.03509,9.422334
16,10,1,10.38352,107.8175,11.5485
17,10,0,25.53816,652.1975,7.53546
15,12,1,17.56244,308.4395,9.663905
16,10,1,15.94728,254.3159,8.263547
11,10,1,34.42911,1185.363,1.37326
17,11,0,13.32716,177.6132,10.3605
18,12,1,27.62951,763.3899,6.301798
17,9,1,17.22835,296.816,9.459105
16,10,1,17.36445,301.5243,9.637084
16,11,1,4.456634,19.86158,10.10126
14,11,1,32.10721,1030.873,2.815537
13,11,1,14.24339,202.874,8.422518
16,10,0,9.215316,84.92204,10.3443
16,9,0,15.53049,241.196,9.014401
11,10,1,5.842803,34.13834,11.60811
11,10,1,13.00942,169.245,9.092587
18,11,1,21.79344,474.954,8.360994
17,10,0,8.041809,64.67069,9.96524
9,9,1,31.28226,978.5801,2.784857
17,10,1,6.55279,42.93905,9.167259
17,10,1,1.912075,3.65603,12.12217
14,10,0,11.99299,143.8319,8.275808
12,11,0,34.45897,1187.42,.7904891
10,10,0,19.53804,381.735,5.683086
14,10,0,11.46427,131.4295,8.099513
13,10,1,24.39795,595.2602,4.509194
13,11,0,5.272946,27.80396,10.07654
11,11,0,26.12146,682.3307,5.459618
17,10,1,10.35772,107.2824,11.30813
14,11,0,21.81138,475.7363,5.558651
9,9,1,31.69199,1004.382,2.288263
9,9,1,13.88684,192.8442,7.144712
10,9,0,34.25455,1173.375,3.337127
16,11,0,15.94157,254.1336,8.047865
15,12,0,28.28118,799.8251,2.994229
14,11,0,10.99561,120.9035,7.223669
15,9,0,27.34603,747.8055,3.994227
12,12,1,8.393446,70.44994,9.904613
10,10,1,13.37895,178.9962,8.307815
15,11,0,32.68111,1068.055,1.410248
12,12,0,27.19095,739.3477,4.89955
12,9,0,13.17471,173.5729,9.332801
11,11,1,32.48283,1055.135,4.016546
13,10,1,28.12246,790.8727,6.065903
11,11,1,20.34187,413.7915,6.425482
16,10,0,10.67549,113.966,9.149124
17,11,0,34.84116,1213.907,1.327203
10,10,1,34.28447,1175.425,1.098375
11,11,1,4.422811,19.56125,9.390192
17,11,1,12.90516,166.5431,11.60629
14,10,0,32.91474,1083.38,2.264526
